"","Fecha","Folio","Nombre","Descripcion","Cantidad","Unidad","ClaveUnidad","ValorUnitario","ClaveProdServ","TipoCambio","Importe","SubTotal","Total","Moneda","Material","Marca","Clave","Unds","Fruta","Embalaje","Dolar","Unitario_real","Unitario_iva"
"540",2018-01-31,75619,"COOL PAK AG PACKAGING S DE RL DE CV","7256187HURSTBLKNAMXPDCV Hursts 12oz Blackberry",28800,"Case","XBX",69,"24121503",18.52,3312,3312,3841.92,"USD","CLAMS","HURST",NA,NA,"ZARZAMORA","12OZ",18.9600444444444,0.115,0.1334
"541",2018-01-31,75620,"COOL PAK AG PACKAGING S DE RL DE CV","7256187HURSTBLKNAMXPDCV Hursts 12oz Blackberry",43200,"Case","XBX",69,"24121503",18.974,4968,4968,5762.88,"USD","CLAMS","HURST",NA,NA,"ZARZAMORA","12OZ",18.9600444444444,0.115,0.1334
"542",2018-01-31,4090,"NAMINSA S.A. DE C.V.","CLAMS.3720 ARANDANOS 6 OZ  NP 5X5 900 UNDS",9000,"PIEZAS","H87",0.04818,"24112902",18.6196,433.62,433.62,503,"USD","CLAMS",NA,"3720",900,"ARANDANO","6OZ",18.9600444444444,0.04818,0.0558888
"543",2018-01-31,75618,"COOL PAK AG PACKAGING S DE RL DE CV","Nota de Crédito que aplica al Comprobante Fiscal con Folio 32E4CE03-9181-4FF3-A083-7E50761FF39D de Fecha 27/12/2017",NA,NA,"ACT",450,"84111506",19.3962,450,450,522,"USD","NOTA DE CREDITO",NA,NA,NA,NA,NA,18.9600444444444,NA,NA
"544",2018-01-31,75622,"COOL PAK AG PACKAGING S DE RL DE CV","CORRGTETRAYBLKGENIP4406OZ 32219 CAJA 6OZ BLK GENERICA",1000,"Each","H87",0.45,"24112505",19.3962,450,450,522,"USD","CAJAS",NA,NA,NA,NA,"12X6OZ",18.9600444444444,0.45,0.522
"545",2018-01-31,75621,"COOL PAK AG PACKAGING S DE RL DE CV","7256187HURSTBLKNAMXPDCV Hursts 12oz Blackberry",13800,"Case","XBX",69,"24121503",19.1202,1587,1587,1840.92,"USD","CLAMS","HURST",NA,NA,"ZARZAMORA","12OZ",18.9600444444444,0.115,0.1334
"546",2018-01-31,75615,"COOL PAK AG PACKAGING S DE RL DE CV","Nota de Crédito que aplica al Comprobante Fiscal con Folio 87B3B0BE-6B2C-44AB-9801-67B83BCDE886 de Fecha 30/11/2017",NA,NA,"ACT",3312,"84111506",18.52,3312,3312,3841.92,"USD","NOTA DE CREDITO",NA,NA,NA,NA,NA,18.9600444444444,NA,NA
"547",2018-01-31,75616,"COOL PAK AG PACKAGING S DE RL DE CV","Nota de Crédito que aplica al Comprobante Fiscal con Folio DEE022D4-1CBC-4C30-9AA4-201F488B2CD1 de Fecha 18/12/2017",NA,NA,"ACT",4968,"84111506",18.974,4968,4968,5762.88,"USD","NOTA DE CREDITO",NA,NA,NA,NA,NA,18.9600444444444,NA,NA
"548",2018-02-01,3956,"Abacart Agricola, S. de P.R. de R.L.","ETIQ X PIST GS BCA 8 GS 8 DIG - PAQ C/10 ROLLOS-10,000 ET - USD",100,"PAQUETE","XPK",3.42,"14111537",18.6069,342,684,793.44,"USD","TRAZABILIDAD",NA,NA,NA,NA,NA,18.6677666666667,3.42,3.9672
"549",2018-02-01,4100,"NAMINSA S.A. DE C.V.","CLAMS.4004 18 OZ MORA 360 UNDS",2880,"PIEZAS","H87",0.10718,"24112902",18.6982,308.68,3078.57,3571.14,"USD","CLAMS",NA,"4004",360,"ZARZAMORA","18OZ",18.6677666666667,0.107180555555556,0.124329444444444
"550",2018-02-01,3956,"Abacart Agricola, S. de P.R. de R.L.","ETIQ X PIST GS BCA 8 GS 8 DIG - PAQ C/10 ROLLOS-10,000 ET - USD",100,"PAQUETE","XPK",3.42,"14111537",18.6069,342,684,793.44,"USD","TRAZABILIDAD",NA,NA,NA,NA,NA,18.6677666666667,3.42,3.9672
"551",2018-02-01,39043,"Embalajes Agricolas Sambramex S de RL de CV","S/P 4.4/6OZ GROWN FRESH H/F TR RUNRITE 44ECT PROD OF MEXICO",7000,"EA","H87",0.47,"24121509",18.6982,3279.5,3279.5,3804.22,"USD","CAJAS",NA,NA,NA,NA,"12X4.4OZ",18.6677666666667,0.4685,0.54346
"552",2018-02-01,4100,"NAMINSA S.A. DE C.V.","PADS ABSORBENTES 13X13 15.000 UNDS NEGROS",30000,"PIEZAS","H87",0.013,"11162100",18.6982,390,3078.57,3571.14,"USD","PADS",NA,NA,15000,NA,NA,18.6677666666667,0.013,0.01508
"553",2018-02-01,4100,"NAMINSA S.A. DE C.V.","CLAMS.4004 18 OZ MORA 360 UNDS",21600,"PIEZAS","H87",0.11018,"24112902",18.6982,2379.89,3078.57,3571.14,"USD","CLAMS",NA,"4004",360,"ZARZAMORA","18OZ",18.6677666666667,0.110180092592593,0.127808907407407
"554",2018-02-02,4114,"NAMINSA S.A. DE C.V.","PADS 6X7.5 NEGROS 28.800 UNDS",57600,"PIEZAS","H87",0.004,"11162100",18.6069,230.4,230.4,267.26,"USD","PADS",NA,NA,28800,NA,NA,18.5810875,0.004,0.00464
"555",2018-02-02,4113,"NAMINSA S.A. DE C.V.","PUNNETS 150 GRS MORA 5011",60000,"PIEZAS","H87",0.03976,"24112902",18.6069,2385.6,2385.6,2767.3,"USD","CLAMS","PUNNET","5011",NA,"ZARZAMORA","150G",18.5810875,0.03976,0.0461216
"556",2018-02-02,3967,"Abacart Agricola, S. de P.R. de R.L.","ETIQ X PIST GS BCA 8 GS 8 DIG - PAQ C/10 ROLLOS-10,000 ET - USD",150,"PAQUETE","XPK",3.42,"14111537",18.4004,513,513,595.08,"USD","TRAZABILIDAD",NA,NA,NA,NA,NA,18.5810875,3.42,3.9672
"557",2018-02-02,4108,"NAMINSA S.A. DE C.V.","CLAMS.3407 125 GRS MORA/ARANDANO 6 OZ 4X4 NG
Blanco",30000,"PIEZAS","H87",0.03923,"24112902",18.6069,1176.9,1909.97,2215.56,"USD","CLAMS",NA,"3407",NA,"MIXTO","4.4OZ",18.5810875,0.03923,0.0455068
"558",2018-02-02,4109,"NAMINSA S.A. DE C.V.","CLAMS.4004 18 OZ MORA 360 UNDS",2880,"PIEZAS","H87",0.11018,"24112902",18.6069,317.32,317.32,368.09,"USD","CLAMS",NA,"4004",360,"ZARZAMORA","18OZ",18.5810875,0.110180555555556,0.127809444444444
"559",2018-02-02,4108,"NAMINSA S.A. DE C.V.","CLAMS.3720 ARANDANOS 6 OZ  NP 5X5 900 UNDS
Etiq.",11700,"PIEZAS","H87",0.04818,"24112902",18.6069,563.71,1909.97,2215.56,"USD","CLAMS",NA,"3720",900,"ARANDANO","6OZ",18.5810875,0.0481803418803419,0.0558891965811966
"560",2018-02-02,4108,"NAMINSA S.A. DE C.V.","CLAM ARANDANO 6OZ 5X4 NP",900,"PIEZAS","H87",0.04818,"24112902",18.6069,43.36,1909.97,2215.56,"USD","CLAMS",NA,NA,NA,"ARANDANO","6OZ",18.5810875,0.0481777777777778,0.0558862222222222
"561",2018-02-02,4108,"NAMINSA S.A. DE C.V.","PADS ABSORBENTES 77X77 NEGROS 30.000 UNDS",30000,"PIEZAS","H87",0.0042,"11162100",18.6069,126,1909.97,2215.56,"USD","PADS",NA,NA,30000,NA,NA,18.5810875,0.0042,0.004872
"562",2018-02-03,74,"ARELY ALEJANDRA NUÑEZ MARTINEZ","CUBIERTAS TERMICAS DE 1.55 MTS",20,NA,"H87",22.01,"13111300",18.4,440.2,1249.8,1449.77,"USD","CUBIERTAS TERMICAS",NA,NA,NA,NA,NA,18.4,22.01,25.5316
"563",2018-02-03,74,"ARELY ALEJANDRA NUÑEZ MARTINEZ","BASES TERMICAS",40,NA,"H87",6.99,"13111300",18.4,279.6,1249.8,1449.77,"USD","BASES TERMICAS",NA,NA,NA,NA,NA,18.4,6.99,8.1084
"564",2018-02-03,73,"ARELY ALEJANDRA NUÑEZ MARTINEZ","PLACA DE UNICEL DE 1*1.2*2CM",25,NA,"H87",3.26086956521739,"30141514",NA,81.5217391304348,6772,7855.52,"MXN","UNICEL",NA,NA,NA,NA,NA,18.4,3.26086956521739,3.78260869565217
"565",2018-02-03,73,"ARELY ALEJANDRA NUÑEZ MARTINEZ","KGMS DE CINTURON PORTA GEL(2 ROLLOS)",30.2,NA,"KGM",3.26086956521739,"13111201",NA,98.4782608695652,6772,7855.52,"MXN","GEL",NA,NA,NA,NA,NA,18.4,3.26086956521739,3.78260869565217
"566",2018-02-03,74,"ARELY ALEJANDRA NUÑEZ MARTINEZ","CUBIERTAS TERMICAS DE 1.80 MTS",20,NA,"H87",26.5,"13111300",18.4,530,1249.8,1449.77,"USD","CUBIERTAS TERMICAS",NA,NA,NA,NA,NA,18.4,26.5,30.74
"567",2018-02-03,73,"ARELY ALEJANDRA NUÑEZ MARTINEZ","ESQUINERO PLASTICO DE 2.00 MTS",300,NA,"H87",0.369565217391304,"13102022",NA,110.869565217391,6772,7855.52,"MXN","ESQUINERO",NA,NA,NA,NA,NA,18.4,0.369565217391304,0.428695652173913
"568",2018-02-03,73,"ARELY ALEJANDRA NUÑEZ MARTINEZ","ROLLOS DE FLEJE VERDE LISO 18 KGS",2,NA,"H87",38.5869565217391,"31151904",NA,77.1739130434783,6772,7855.52,"MXN","FLEJE",NA,NA,NA,NA,NA,18.4,38.5869565217391,44.7608695652174
"569",2018-02-06,84,"ARELY ALEJANDRA NUÑEZ MARTINEZ","CUBIERTA TERMICA DE 1.80 MTS",20,NA,"H87",26.5,"13111300",18.52,530,1249.8,1449.77,"USD","CUBIERTAS TERMICAS",NA,NA,NA,NA,NA,18.4809333333333,26.5,30.74
"570",2018-02-06,83,"ARELY ALEJANDRA NUÑEZ MARTINEZ","PLACA DE UNICEL DE 1*1.2*2CM",50,NA,"H87",3.24658927759781,"30141514",NA,162.329463879891,6460,7493.6,"MXN","UNICEL",NA,NA,NA,NA,NA,18.4809333333333,3.24658927759781,3.76604356201346
"571",2018-02-06,83,"ARELY ALEJANDRA NUÑEZ MARTINEZ","ESQUINEROS PLASTICOS 2.00 MTS",300,NA,"H87",0.367946784794419,"13102022",NA,110.384035438326,6460,7493.6,"MXN","ESQUINERO",NA,NA,NA,NA,NA,18.4809333333333,0.367946784794419,0.426818270361526
"572",2018-02-06,3972,"Abacart Agricola, S. de P.R. de R.L.","TERMOGRAFO TEMPAK REGULAR DESCARGA SIN/SOFTWARE USB  -   USD ",50,"PIEZA","H87",13.34,"41112207",18.5248,667,667,773.72,"USD","TERMOGRAFO",NA,NA,NA,NA,NA,18.4809333333333,13.34,15.4744
"573",2018-02-06,4126,"NAMINSA S.A. DE C.V.","CLAM ARANDANO 6OZ 5X4 NP
Etiq. Alpasa R. 274",51300,"PIEZAS","H87",0.04818,"24112902",18.4004,2471.63,2886.98,3348.9,"USD","CLAMS","ALPASA","R.274",NA,"ARANDANO","6OZ",18.4809333333333,0.0481799220272904,0.0558887095516569
"574",2018-02-06,84,"ARELY ALEJANDRA NUÑEZ MARTINEZ","CUBIERTA TERMICA 1.55 MTS",20,NA,"H87",22.01,"13111300",18.52,440.2,1249.8,1449.77,"USD","CUBIERTAS TERMICAS",NA,NA,NA,NA,NA,18.4809333333333,22.01,25.5316
"575",2018-02-06,4126,"NAMINSA S.A. DE C.V.","CLAM ARANDANO 6OZ 5X4 NP
S/Etiq. R. 271",9000,"PIEZAS","H87",0.04615,"24112902",18.4004,415.35,2886.98,3348.9,"USD","CLAMS",NA,NA,NA,"ARANDANO","6OZ",18.4809333333333,0.04615,0.053534
"576",2018-02-06,83,"ARELY ALEJANDRA NUÑEZ MARTINEZ","ROLLOS DE FLEJE VERDE 18 KGS",2,NA,"H87",38.4179731182408,"31151904",NA,76.8359462364816,6460,7493.6,"MXN","FLEJE",NA,NA,NA,NA,NA,18.4809333333333,38.4179731182408,44.5648488171593
"577",2018-02-06,84,"ARELY ALEJANDRA NUÑEZ MARTINEZ","BASE TERMICA",40,NA,"H87",6.99,"13111300",18.52,279.6,1249.8,1449.77,"USD","BASES TERMICAS",NA,NA,NA,NA,NA,18.4809333333333,6.99,8.1084
"578",2018-02-07,4132,"NAMINSA S.A. DE C.V.","CLAMS.3903 MORA 12 OZ 1 PINTA
Blanco",15600,"PIEZAS","H87",0.08508,"24112902",18.5248,1327.25,4167.89,4834.75,"USD","CLAMS",NA,"3903",NA,"ZARZAMORA","12OZ",18.5248,0.0850801282051282,0.0986929487179487
"579",2018-02-07,4132,"NAMINSA S.A. DE C.V.","PUNNETS 150 GRS MORA 5011",60000,"PIEZAS","H87",0.03976,"24112902",18.5248,2385.6,4167.89,4834.75,"USD","CLAMS","PUNNET","5011",NA,"ZARZAMORA","150G",18.5248,0.03976,0.0461216
"580",2018-02-07,4132,"NAMINSA S.A. DE C.V.","PADS ABSORBENTES 9.5X14 9360 UNDS NEGROS",18720,"PIEZAS","H87",0.012,"11162100",18.5248,224.64,4167.89,4834.75,"USD","PADS",NA,NA,9360,NA,NA,18.5248,0.012,0.01392
"581",2018-02-07,3982,"Abacart Agricola, S. de P.R. de R.L.","CANDADO CLAVO O BOTELLA BCO KLICKER",100,"PIEZA","H87",1.03159008464329,"24141504",NA,103.159008464329,2221.31,2576.72,"MXN","OTROS",NA,NA,NA,NA,NA,18.5248,1.03159008464329,1.19664449818622
"582",2018-02-07,4132,"NAMINSA S.A. DE C.V.","PADS 6X7.5 NEGROS 28.800 UNDS",57600,"PIEZAS","H87",0.004,"11162100",18.5248,230.4,4167.89,4834.75,"USD","PADS",NA,NA,28800,NA,NA,18.5248,0.004,0.00464
"583",2018-02-07,3982,"Abacart Agricola, S. de P.R. de R.L.","BOLSA PLAST NEGRA BAS-MED 80 X 1250 CMS x Kilogramo 10 PZAS",5.36,"KILOGRAMOS","KGM",1.57140697875281,"47121701",NA,8.42276299879081,2221.31,2576.72,"MXN","BOLSAS NEGRAS",NA,NA,NA,NA,NA,18.5248,1.57141100723709,1.82283676839503
"584",2018-02-07,3982,"Abacart Agricola, S. de P.R. de R.L.","BOLSA PLAST NEGRA BAS-CHICA 60 X 90 CMS x Kilogramo 18 PZAS",5.3,"KILOGRAMO","KGM",1.57140697875281,"47121701",NA,8.32829504232165,2221.31,2576.72,"MXN","BOLSAS NEGRAS",NA,NA,NA,NA,NA,18.5248,1.57137642307956,1.82279665077228
"585",2018-02-08,4141,"NAMINSA S.A. DE C.V.","CLAMS.3407 125 GRS MORA/ARANDANO 6 OZ 4X4 NG",12000,"PIEZAS","H87",0.04072,"24112902",18.7009,488.64,1351.44,1567.67,"USD","CLAMS",NA,"3407",NA,"MIXTO","4.4OZ",18.7009,0.04072,0.0472352
"586",2018-02-08,4141,"NAMINSA S.A. DE C.V.","CLAMS.3407 125 GRS MORA/ARANDANO 6 OZ 4X4 NG",15000,"PIEZAS","H87",0.04072,"24112902",18.7009,610.8,1351.44,1567.67,"USD","CLAMS",NA,"3407",NA,"MIXTO","4.4OZ",18.7009,0.04072,0.0472352
"587",2018-02-08,4142,"NAMINSA S.A. DE C.V.","CLAMS.3407 125 GRS MORA/ARANDANO 6 OZ 4X4 NG",30000,"PIEZAS","H87",0.03923,"24112902",18.7009,1176.9,1176.9,1365.2,"USD","CLAMS",NA,"3407",NA,"MIXTO","4.4OZ",18.7009,0.03923,0.0455068
"588",2018-02-08,4141,"NAMINSA S.A. DE C.V.","PADS ABSORBENTES 90X90  NEGROS 30.000 UND.",60000,"PIEZAS","H87",0.0042,"11162100",18.7009,252,1351.44,1567.67,"USD","PADS",NA,NA,NA,NA,NA,18.7009,0.0042,0.004872
"589",2018-02-09,4357,"PENPACK S DE RL DE CV","6 OZ BB ALPASA ORG",47952,"CAJA","XBX",20.86,"13101900",18.52,2252.88,2252.88,2613.34,"USD","CLAMS","ALPASA",NA,NA,NA,"6OZ",18.71628,0.046981981981982,0.0544990990990991
"590",2018-02-09,2000630,"Logistics Interoceanica de Carga SA de CV","CAJA PUNNET BLACK BERRIES 7.9 OZ / 5.3 OZ",11340,NA,"H87",0.365,"14121500",18.6492,4139.1,4139.1,4801.36,"USD","CAJAS","PUNNET",NA,NA,"ZARZAMORA","12X150G",18.71628,0.365,0.4234
"591",2018-02-09,45901,"BIO PAPPEL S.A.B. DE C.V.","SEPARADOR  PARTE DE: INTERLOCK PARA CAJA PUNET CAT  1",1000,"MILLAR","MIL",633.61,"14121500",18.8815,633.61,1584.8,1838.37,"USD","INTERLOCK","PUNNET",NA,NA,"ZARZAMORA","PUNNET",18.71628,0.63361,0.7349876
"592",2018-02-09,45901,"BIO PAPPEL S.A.B. DE C.V.","EXTERIOR  PARTE DE: CAJA BERRIES 12 ONZAS",2250,"MILLAR","MIL",422.75,"14121500",18.8815,951.19,1584.8,1838.37,"USD","CAJAS",NA,NA,NA,NA,"8X12OZ",18.71628,0.422751111111111,0.490391288888889
"593",2018-02-09,4148,"NAMINSA S.A. DE C.V.","CLAM ARANDANO 6OZ 5X4 NP",44100,"PIEZAS","H87",0.04818,"24112902",18.6492,2124.74,2124.74,2464.7,"USD","CLAMS",NA,NA,NA,"ARANDANO","6OZ",18.71628,0.0481800453514739,0.0558888526077097
"594",2018-02-12,4371,"PENPACK S DE RL DE CV","6 OZ BB ALPASA CONV",191808,"CAJA","XBX",20.86,"13101900",18.52,9011.52,9011.52,10453.36,"USD","CLAMS","ALPASA",NA,NA,NA,"6OZ",18.7963,0.046981981981982,0.0544990990990991
"595",2018-02-12,91,"ARELY ALEJANDRA NUÑEZ MARTINEZ","BASES TERMICAS",60,NA,"H87",6.99,"13111300",18.86,419.4,1919.6,2226.73,"USD","BASES TERMICAS",NA,NA,NA,NA,NA,18.7963,6.99,8.1084
"596",2018-02-12,90,"ARELY ALEJANDRA NUÑEZ MARTINEZ","ESQUINEROS DE CARTON DE 1.0 MTS/4,",300,NA,"H87",0.688965381484654,"24141508",NA,206.689614445396,9265,10747.4,"MXN","ESQUINERO",NA,NA,NA,NA,NA,18.7963,0.688965381484654,0.799199842522198
"597",2018-02-12,90,"ARELY ALEJANDRA NUÑEZ MARTINEZ","PLACAS DE UNICEL DE 1*1.2*2CM",50,NA,"H87",3.1921175976123,"30141514",NA,159.605879880615,9265,10747.4,"MXN","UNICEL",NA,NA,NA,NA,NA,18.7963,3.1921175976123,3.70285641323026
"598",2018-02-12,91,"ARELY ALEJANDRA NUÑEZ MARTINEZ","CUBIERTAS TERMICAS DE 1.80 MTS",40,NA,"H87",26.5,"13111300",18.86,1060,1919.6,2226.73,"USD","CUBIERTAS TERMICAS",NA,NA,NA,NA,NA,18.7963,26.5,30.74
"599",2018-02-12,2608,"International Baskets S.A. de C.V.","6 OZ #2 BLACKBERRY ALPASA FARMS

REM11546//LOS REYES",201600,"PIEZAS","H87",0.046,"24121807",18.8815,9273.6,9273.6,10757.38,"USD","CLAMS","ALPASA",NA,NA,"ZARZAMORA","6OZ",18.7963,0.046,0.05336
"600",2018-02-12,90,"ARELY ALEJANDRA NUÑEZ MARTINEZ","ESQUINEROS PLASTICOS DE 1.50 MTS",200,NA,"H87",0.271329995797045,"13102022",NA,54.265999159409,9265,10747.4,"MXN","ESQUINERO",NA,NA,NA,NA,NA,18.7963,0.271329995797045,0.314742795124572
"601",2018-02-12,90,"ARELY ALEJANDRA NUÑEZ MARTINEZ","ESQUINEROS PLASTICOS DE 2.00 MTS",200,NA,"H87",0.361773327729394,"13102022",NA,72.3546655458787,9265,10747.4,"MXN","ESQUINERO",NA,NA,NA,NA,NA,18.7963,0.361773327729394,0.419657060166096
"602",2018-02-12,91,"ARELY ALEJANDRA NUÑEZ MARTINEZ","CUBIERTAS TERMICAS DE 1.55 MTS",20,NA,"H87",22.01,"13111300",18.86,440.2,1919.6,2226.73,"USD","CUBIERTAS TERMICAS",NA,NA,NA,NA,NA,18.7963,22.01,25.5316
"603",2018-02-13,4163,"NAMINSA S.A. DE C.V.","PADS ABSORBENTES 9.5X14 9360 UNDS NEGROS",18720,"PIEZAS","H87",0.012,"11162100",18.8623,224.64,1551.89,1800.19,"USD","PADS",NA,NA,9360,NA,NA,18.7663,0.012,0.01392
"604",2018-02-13,4163,"NAMINSA S.A. DE C.V.","CLAMS.3903 MORA 12 OZ 1 PINTA
Blanco",15600,"PIEZAS","H87",0.08508,"24112902",18.8623,1327.25,1551.89,1800.19,"USD","CLAMS",NA,"3903",NA,"ZARZAMORA","12OZ",18.7663,0.0850801282051282,0.0986929487179487
"605",2018-02-13,2730,"ALTA TRANSFORMACION DE GUADALAJARA SA DE CV","CHAROLA PUNNET CON SEP",8828,"PIEZA","H87",0.342,"24121503",18.6703,3019.176,4850.23,5626.27,"USD","CAJAS","PUNNET",NA,NA,"ZARZAMORA","12X150G",18.7663,0.342,0.39672
"606",2018-02-13,2730,"ALTA TRANSFORMACION DE GUADALAJARA SA DE CV","CHAROLA ALPASA 12/6 OZ, ESTA FACTURA AVALA LA REMISION 12197.",5850,"PIEZA","H87",0.313,"24121503",18.6703,1831.05,4850.23,5626.27,"USD","CAJAS","ALPASA",NA,NA,NA,"12X6OZ",18.7663,0.313,0.36308
"607",2018-02-14,76540,"COOL PAK AG PACKAGING S DE RL DE CV","CORRGTETRAYBSHGENIP4404X5 34187 CAJA 4X5 GENERICA-INX",575,"Case","XBX",0.45,"24112505",18.8815,258.75,258.75,300.15,"USD","CAJAS",NA,"34187",NA,NA,"12X6OZ",18.71254,0.45,0.522
"608",2018-02-14,4165,"NAMINSA S.A. DE C.V.","CLAMS.3407 125 GRS MORA/ARANDANO 6 OZ 4X4 NG
Blanco",30000,"PIEZAS","H87",0.03923,"24112902",18.6703,1176.9,3918.9,4545.92,"USD","CLAMS",NA,"3407",NA,"MIXTO","4.4OZ",18.71254,0.03923,0.0455068
"609",2018-02-14,4165,"NAMINSA S.A. DE C.V.","PADS 6X7.5 NEGROS 28.800 UNDS",57600,"PIEZAS","H87",0.004,"11162100",18.6703,230.4,3918.9,4545.92,"USD","PADS",NA,NA,28800,NA,NA,18.71254,0.004,0.00464
"610",2018-02-14,4165,"NAMINSA S.A. DE C.V.","PUNNETS 150 GRS MORA 5011",60000,"PIEZAS","H87",0.03976,"24112902",18.6703,2385.6,3918.9,4545.92,"USD","CLAMS","PUNNET","5011",NA,"ZARZAMORA","150G",18.71254,0.03976,0.0461216
"611",2018-02-14,4165,"NAMINSA S.A. DE C.V.","PADS ABSORBENTES 77X77 NEGROS 30.000 UNDS",30000,"PIEZAS","H87",0.0042,"11162100",18.6703,126,3918.9,4545.92,"USD","PADS",NA,NA,30000,NA,NA,18.71254,0.0042,0.004872
"612",2018-02-15,101,"ARELY ALEJANDRA NUÑEZ MARTINEZ","ESQUINEROS PLASTICOS DE 2.00 MTS",300,NA,"H87",0.365063429770923,"13102022",NA,109.519028931277,41746,48425.36,"MXN","ESQUINERO",NA,NA,NA,NA,NA,18.6269,0.365063429770923,0.42347357853427
"613",2018-02-15,101,"ARELY ALEJANDRA NUÑEZ MARTINEZ","ROLLOS DE FLEJE VERDE 20 KGS",2,NA,"H87",42.1433518191433,"24112902",NA,84.2867036382866,41746,48425.36,"MXN","FLEJE",NA,NA,NA,NA,NA,18.6269,42.1433518191433,48.8862881102062
"614",2018-02-15,4169,"NAMINSA S.A. DE C.V.","CLAMS.3720 ARANDANOS 6 OZ  NP 5X5 900 UNDS
Etiq.",18000,"PIEZAS","H87",0.04818,"24112902",18.6269,867.24,2419.13,2806.19,"USD","CLAMS",NA,"3720",900,"ARANDANO","6OZ",18.6269,0.04818,0.0558888
"615",2018-02-15,101,"ARELY ALEJANDRA NUÑEZ MARTINEZ","CINTAS ADHESIVAS 48*150 (3 CAJAS)",108,NA,"H87",1.28845916389737,"31201500",NA,139.153589700916,41746,48425.36,"MXN","MASKING",NA,NA,NA,NA,NA,18.6269,1.28845916389737,1.49461263012095
"616",2018-02-15,101,"ARELY ALEJANDRA NUÑEZ MARTINEZ","KILOS DE CINTURON PORTAGEL (3 ROLLOS)",44.9,NA,"KGM",3.22114790974344,"24111503",NA,144.62954114748,41746,48425.36,"MXN","GEL",NA,NA,NA,NA,NA,18.6269,3.22114790974344,3.73653157530239
"617",2018-02-15,4169,"NAMINSA S.A. DE C.V.","CLAMS.3903 MORA 12 OZ 1 PINTA
Blanco",15600,"PIEZAS","H87",0.08508,"24112902",18.6269,1327.25,2419.13,2806.19,"USD","CLAMS",NA,"3903",NA,"ZARZAMORA","12OZ",18.6269,0.0850801282051282,0.0986929487179487
"618",2018-02-15,4169,"NAMINSA S.A. DE C.V.","PADS ABSORBENTES 9.5X14 9360 UNDS NEGROS",18720,"PIEZAS","H87",0.012,"11162100",18.6269,224.64,2419.13,2806.19,"USD","PADS",NA,NA,9360,NA,NA,18.6269,0.012,0.01392
"619",2018-02-15,39388,"Embalajes Agricolas Sambramex S de RL de CV","S/P 4.4/6OZ GROWN FRESH H/F TR RUNRITE 44ECT PROD OF MEXICO",2000,"EA","H87",0.47,"24121509",18.6269,937,937,1086.92,"USD","CAJAS",NA,NA,NA,NA,"12X4.4OZ",18.6269,0.4685,0.54346
"620",2018-02-15,101,"ARELY ALEJANDRA NUÑEZ MARTINEZ","CAJAS DE GRAPA METALICA PUNTEADA",3,NA,"H87",34.8957690222206,"27112306",NA,104.687307066662,41746,48425.36,"MXN","CAJA GRAPA",NA,NA,NA,NA,NA,18.6269,34.8957690222206,40.4790920657758
"621",2018-02-15,101,"ARELY ALEJANDRA NUÑEZ MARTINEZ","TARIMAS PLASTICAS",100,NA,"H87",11.274017684102,"24112702",NA,1127.4017684102,41746,48425.36,"MXN","TARIMA",NA,NA,NA,NA,NA,18.6269,11.274017684102,13.0778605135583
"622",2018-02-15,101,"ARELY ALEJANDRA NUÑEZ MARTINEZ","BOLSAS DE GEL REFRIGERANTE",1000,NA,"H87",0.289903311876909,"78121500",NA,289.903311876909,41746,48425.36,"MXN","GEL",NA,NA,NA,NA,NA,18.6269,0.289903311876909,0.336287841777215
"623",2018-02-15,101,"ARELY ALEJANDRA NUÑEZ MARTINEZ","PLACAS DE UNICEL DE 1*1.2*2CM",75,NA,"H87",3.22114790974344,"30141514",NA,241.586093230758,41746,48425.36,"MXN","UNICEL",NA,NA,NA,NA,NA,18.6269,3.22114790974344,3.73653157530239
"624",2018-02-16,4178,"NAMINSA S.A. DE C.V.","PUNNETS 150 GRS MORA 5011",60000,"PIEZAS","H87",0.03976,"24112902",18.6025,2385.6,3957.9,4591.16,"USD","CLAMS","PUNNET","5011",NA,"ZARZAMORA","150G",18.5880666666667,0.03976,0.0461216
"625",2018-02-16,46010,"BIO PAPPEL S.A.B. DE C.V.","EXTERIOR  PARTE DE: CAJA BERRIES 12/4.4 OZ",12000,"MILLAR","MIL",340,"14121500",18.6025,4080,4080,4732.8,"USD","CAJAS",NA,NA,NA,NA,"12X4.4OZ",18.5880666666667,0.34,0.3944
"626",2018-02-16,4026,"Abacart Agricola, S. de P.R. de R.L.","BASCULA ADIR CAP 5 KGS. X 1GR",2,"PIEZA","H87",16.5697705696486,"41111507",NA,33.1395411392973,775.19,899.22,"MXN","BASCULA",NA,NA,NA,NA,NA,18.5880666666667,16.5697705696486,19.2209338607924
"627",2018-02-16,4178,"NAMINSA S.A. DE C.V.","PADS ABSORBENTES 77X77 NEGROS 30.000 UNDS",30000,"PIEZAS","H87",0.0055,"11162100",18.6025,165,3957.9,4591.16,"USD","PADS",NA,NA,30000,NA,NA,18.5880666666667,0.0055,0.00638
"628",2018-02-16,4026,"Abacart Agricola, S. de P.R. de R.L.","BOLSA PLAST NEGRA BAS-GDE 90 X 1200 CMS x Kilogramo 11 PZAS",5.48,"KILOGRAMO","KGM",1.56283063327368,"47121701",NA,8.56409667851417,775.19,899.22,"MXN","BOLSAS NEGRAS",NA,NA,NA,NA,NA,18.5880666666667,1.56279136469237,1.81283798304315
