"","Folio","Nombre","Fecha","Descripcion","Cantidad","Unidad","ClaveUnidad","ValorUnitario","ClaveProdServ","TipoCambio","Importe","SubTotal","Total","Moneda","Material","Marca","Clave","Unds","Fruta","Embalaje","Precio_real","Unitario_real"
"554",1506,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-10-17,"BASE TERMICA",40,"PIEZA",NA,6.99,"0",18.68,279.6,1339.6,1553.94,"USD","BASES TERMICAS",NA,NA,NA,NA,NA,6.99,6.99
"555",4635,"NAMINSA S.A. DE C.V.",2018-05-12,"CLAMS.4007 ARANDANOS 18OZ 300 UNDS",2400,"PIEZAS","H87",0.11018,"24112902",19.2989,264.43,7971.83,9247.32,"USD","CLAMS",NA,"4007",300,"ARANDANO","18OZ",0.11018,0.110179166666667
"556",2308,"ALTA TRANSFORMACION DE GUADALAJARA SA DE CV",2017-11-13,"CHAROLA PUNNET CON SEP, ESTA FACTURA AVALA LA REMISION 11960.",10800,"PIEZA",NA,0.342,"0",19.0526,3693.6,5433.6,6302.98,"USD","CAJAS","PUNNET",NA,NA,"ZARZAMORA","PUNNET",0.342,0.342
"557",1569,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-11-21,"GEL REFRIGERANTE",1000,"PIEZA",NA,5.4,"0",NA,5400,10884,12625.44,NA,"GEL",NA,NA,NA,NA,NA,5.4,5.4
"558",202,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-03-28,"BOLSAS DE GEL REFRIGERANTE",2000,NA,"H87",5.4,"78121500",NA,10800,49835,57808.6,"MXN","GEL",NA,NA,NA,NA,NA,NA,5.4
"559",1500,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-10-10,"BASE TERMICA",40,"PIEZA",NA,6.99,"0",18.25,279.6,1339.6,1553.94,"USD","BASES TERMICAS",NA,NA,NA,NA,NA,6.99,6.99
"560",4240,"NAMINSA S.A. DE C.V.",2018-02-26,"CLAMS.4004 18 OZ MORA 360 UNDS
48 CAJAS 4007 ETIQUETADO ALPASA
20 CAJAS 4004 ETIQUETADO ALPASA",7200,"PIEZAS","H87",0.11018,"24112902",18.6574,793.3,2379.89,2760.67,"USD","CLAMS","ALPASA","4007",360,"ZARZAMORA","18OZ",0.11018,0.110180555555556
"561",1559,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-11-11,"CUBIERTA TERMICA DE 1.55 MTS",40,"PIEZA",NA,22.01,"0",19.09,880.4,2750,3190,"USD","CUBIERTAS TERMICAS",NA,NA,NA,NA,NA,22.01,22.01
"562",2535,"ALTA TRANSFORMACION DE GUADALAJARA SA DE CV",2018-01-04,"CHAROLA PUNNET CON SEP, ESTA FACTURA AVALA LA REMISION 12061.",2700,"PIEZA","H87",0.342,"24121503",19.3717,923.4,1768.5,2051.46,"USD","CAJAS","PUNNET",NA,NA,"ZARZAMORA","PUNNET",0.342,0.342
"563",3668,"NAMINSA S.A. DE C.V.",2017-10-25,"CLAMS.3407 125 GRS MORA/ARANDANO 6 OZ 4X4 NG",53400,"PIEZAS",NA,0.04343,"0",19.0489,2319.162,2621.562,3041.01192,"USD","CLAMS",NA,"3407",NA,"MIXTO","4.4OZ",0.04343,0.04343
"564",4100,"NAMINSA S.A. DE C.V.",2018-02-01,"CLAMS.4004 18 OZ MORA 360 UNDS",21600,"PIEZAS","H87",0.11018,"24112902",18.6982,2379.89,3078.57,3571.14,"USD","CLAMS",NA,"4004",360,"ZARZAMORA","18OZ",0.11018,0.110180092592593
"565",4199,"NAMINSA S.A. DE C.V.",2018-02-20,"PADS ABSORBENTES 9.5X14 9360 UNDS NEGROS",28080,"PIEZAS","H87",0.012,"11162100",18.4797,336.96,2549.04,2956.88,"USD","PADS",NA,NA,9360,NA,NA,0.012,0.012
"566",4165,"NAMINSA S.A. DE C.V.",2018-02-14,"PUNNETS 150 GRS MORA 5011",60000,"PIEZAS","H87",0.03976,"24112902",18.6703,2385.6,3918.9,4545.92,"USD","CLAMS","PUNNET","5011",NA,"ZARZAMORA","PUNNET",0.03976,0.03976
"567",37964,"Compañia Arizlu S.A. de C.V.",2017-12-06,"SEPARADOR DE CARTON 150 GR PUNNET NEGRA (LOS REYES, MICH)",16800,"PZA",NA,0.074,"0",18.6958,1243.2,2197.2,2548.75,"USD","SEPARADOR PUNNET","PUNNET",NA,NA,"ZARZAMORA","PUNNET",0.074,0.074
"568",3699,"Abacart Agricola, S. de P.R. de R.L.",2017-11-22,"BASCULA OBBI CAP 3 KGS X 0.5 GRS MOD. 207138",1,"PIEZA",NA,371,"0",1,371,1214.87,1409.25,"MXN","BASCULA",NA,NA,NA,NA,NA,371,371
"569",4275,"NAMINSA S.A. DE C.V.",2018-03-02,"CLAMS.4004 18 OZ MORA 360 UNDS
MATERIAL ETIQUETADO",360,"PIEZAS","H87",0.10768,"24112902",18.8331,38.76,1284.81,1490.38,"USD","CLAMS",NA,"4004",360,"ZARZAMORA","18OZ",0.10768,0.107666666666667
"570",203,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-03-28,"CUBIERTA TERMICA DE 1.50 MTS",30,NA,"H87",22.01,"13111300",18.34,660.3,3214.3,3728.59,"USD","CUBIERTAS TERMICAS",NA,NA,NA,NA,NA,NA,22.01
"571",36379,"Embalajes Agricolas Sambramex S de RL de CV",2017-10-13,"MIXIM 12oz UNL CLAM 320/CS",7360,"EA",NA,129000,"0",18.718,949.44,1354.14,1570.8,"USD","CLAMS",NA,NA,NA,NA,"12OZ",NA,0.129
"572",1507,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-10-17,"CINTURON PARA GEL REFRIGERANTE",15.5,"KILO",NA,55,"0",NA,852.5,6252.5,7252.9,NA,"GEL",NA,NA,NA,NA,NA,NA,55
"573",4241,"NAMINSA S.A. DE C.V.",2018-02-26,"PADS ABSORBENTES 13X13 15.000 UNDS NEGROS",15000,"PIEZAS","H87",0.013,"11162100",18.6574,195,2432.43,2821.62,"USD","PADS",NA,NA,15000,NA,NA,0.013,0.013
"574",3848,"NAMINSA S.A. DE C.V.",2017-12-14,"CLAMS.4007 ARANDANOS 18OZ 300 UNDS",7800,"PIEZAS","H87",0.11018,"24112902",18.974,859.4,3109.11,3606.56,"USD","CLAMS",NA,"4007",300,"ARANDANO","18OZ",0.11018,0.110179487179487
"575",3925,"NAMINSA S.A. DE C.V.",2017-12-29,"CLAMS.3407 125 GRS MORA/ARANDANO 6 OZ 4X4 NG",37800,"PIEZAS","H87",0.4072,"24112902",19.7867,15392.16,18772.68,21776.31,"USD","CLAMS",NA,"3407",NA,"MIXTO","4.4OZ",0.4072,0.4072
"576",3881,"NAMINSA S.A. DE C.V.",2017-12-21,"PADS 6X7.5 NEGROS 28.800 UNDS",144000,"PIEZAS","H87",0.004,"11162100",19.1913,576,5677.2,6585.55,"USD","PADS",NA,NA,28800,NA,NA,0.004,0.004
"577",1624,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-12-11,"ESQUINERO CARTON BCO DE 1.50 MTS 4*4"" C-190 ",200,"PIEZA",NA,19.43,"0",NA,3886,19716.5,22871.14,NA,"ESQUINERO",NA,NA,NA,NA,"4.4OZ",19.43,19.43
"578",1653,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-12-27,"SERVICIO DE MANTENIMIENTO DE PATIN HIDRAULICO",1,"SERVICIO",NA,2250,"0",NA,2250,11172.41,12960,NA,"OTROS",NA,NA,NA,NA,NA,NA,2250
"579",4132,"NAMINSA S.A. DE C.V.",2018-02-07,"PUNNETS 150 GRS MORA 5011",60000,"PIEZAS","H87",0.03976,"24112902",18.5248,2385.6,4167.89,4834.75,"USD","CLAMS","PUNNET","5011",NA,"ZARZAMORA","PUNNET",0.03976,0.03976
"580",1602,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-11-30,"ESQUINERO CARTON BCO DE 1.50 MTS 4*4"" C-190 ",100,"PIEZA",NA,19.43,"0",NA,1943,42624.25,49444.13,NA,"ESQUINERO",NA,NA,NA,NA,"4.4OZ",19.43,19.43
"581",3642,"NAMINSA S.A. DE C.V.",2017-10-16,"PADS ABSORBENTES 13X13 15.000 UNDS NEGROS",30000,"PIEZAS",NA,0.013,"0",18.7631,390,1979.856,2296.63296,"USD","PADS",NA,NA,15000,NA,NA,0.013,0.013
"582",3943,"NAMINSA S.A. DE C.V.",2018-01-03,"PADS ABSORBENTES 9.5X14 9360 UNDS NEGROS",9360,"PIEZAS","H87",0.012,"11162100",19.6629,112.32,595.3,690.55,"USD","PADS",NA,NA,9360,NA,NA,0.012,0.012
"583",167,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-03-12,"BASES TERMICAS",80,NA,"H87",6.99,"13111300",18.58,559.2,2679.2,3107.87,"USD","BASES TERMICAS",NA,NA,NA,NA,NA,NA,6.99
"584",848,"CARTONES Y EMPAQUES DE ZAPOPAN SA DE CV",2017-10-02,"TARIMAS CON CERTIFICADO PARA EXPORTACION Y EMPLAYE",8,"PIEZA",NA,214.5,"0",1,1716,67853.4,78709.94,"MXN","TARIMA",NA,NA,NA,NA,NA,214.5,214.5
"585",3908,"NAMINSA S.A. DE C.V.",2017-12-27,"CLAM ARANDANO 6OZ 5X4 NP",18000,"PIEZAS","H87",0.04818,"24112902",19.5848,867.24,2902.16,3366.51,"USD","CLAMS",NA,NA,NA,"ARANDANO","6OZ",0.04818,0.04818
"586",73,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-02-03,"PLACA DE UNICEL DE 1*1.2*2CM",25,NA,"H87",60,"30141514",NA,1500,6772,7855.52,"MXN","UNICEL",NA,NA,NA,NA,NA,NA,60
"587",1613,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-12-04,"PLACA UNICEL 1*1.2*2CM",60,"PIEZA",NA,60,"0",NA,3600,30317.75,35168.59,NA,"UNICEL",NA,NA,NA,NA,NA,60,60
"588",275,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-04-27,"ESQUINEROS PLASTICOS DE 2.00 MTS",300,NA,"H87",6.8,"13102022",NA,2040,16783,19468.28,"MXN","ESQUINERO",NA,NA,NA,NA,NA,NA,6.8
"589",4233,"NAMINSA S.A. DE C.V.",2018-02-23,"CLAMS.3903 MORA 12 OZ 1 PINTA",10400,"PIEZAS","H87",0.08508,"24112902",18.6518,884.83,1557.73,1806.96,"USD","CLAMS",NA,"3903",NA,"ZARZAMORA","12OZ",0.08508,0.0850798076923077
"590",3875,"NAMINSA S.A. DE C.V.",2017-12-20,"PUNNETS 150 GRS MORA 5011",13200,"PIEZAS","H87",0.03976,"24112902",19.0289,524.83,2346.09,2721.46,"USD","CLAMS","PUNNET","5011",NA,"ZARZAMORA","PUNNET",0.03976,0.0397598484848485
"591",4380,"NAMINSA S.A. DE C.V.",2018-03-21,"PADS ABSORBENTES 9.5X14 9360 UNDS NEGROS",37440,"PIEZAS","H87",0.012,"11162100",18.7216,449.28,4041.39,4688.01,"USD","PADS",NA,NA,9360,NA,NA,0.012,0.012
"592",12,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-01-04,"ESQUINERO PLASTICO 1.90 MTS",700,NA,"H87",6.46,"13102022",NA,4522,63927,74155.32,"MXN","ESQUINERO",NA,NA,NA,NA,NA,NA,6.46
"593",3745,"NAMINSA S.A. DE C.V.",2017-11-21,"PADS ABSORBENTES 77X77 NEGROS4X4 36000 UND.",36000,"PIEZAS","H87",0.0042,"11162100",19.1224,151.2,2891.04,3353.6,"USD","PADS",NA,NA,NA,NA,"4.4OZ",0.0042,0.0042
"594",3919,"NAMINSA S.A. DE C.V.",2017-12-28,"PADS ABSORBENTES 77X77 NEGROS 30.000 UNDS",60000,"PIEZAS","H87",0.0042,"11162100",19.7223,252,3306.01,3834.97,"USD","PADS",NA,NA,30000,NA,NA,0.0042,0.0042
"595",3851,"NAMINSA S.A. DE C.V.",2017-12-15,"CLAMS.4004 18 OZ MORA 360 UNDS",11160,"PIEZAS","H87",0.11018,"24112902",19.1391,1229.61,3207.88,3721.14,"USD","CLAMS",NA,"4004",360,"ZARZAMORA","18OZ",0.11018,0.110180107526882
"596",2498,"International Baskets S.A. de C.V.",2018-01-05,"6 OZ # 3 BLUEBERRIES- DEL MONTE",100800,"PIEZAS","H87",0.046,"24121807",19.3717,4636.8,6624,7683.84,"USD","CLAMS","DEL MONTE",NA,NA,"ARANDANO","6OZ",0.046,0.046
"597",3769,"NAMINSA S.A. DE C.V.",2017-11-23,"PADS 6X7.5 NEGROS 28.800 UNDS",28800,"PIEZAS","H87",0.004,"11162100",18.8242,115.2,1157.52,1342.72,"USD","PADS",NA,NA,28800,NA,NA,0.004,0.004
"598",965,"CARTONES Y EMPAQUES DE ZAPOPAN SA DE CV",2017-11-29,"SERVICIO DE ENTREGA",1,NA,"E48",800,"78141500",NA,800,6600,7656,"MXN","ENTREGA",NA,NA,NA,NA,NA,NA,800
"599",4391,"NAMINSA S.A. DE C.V.",2018-03-22,"CLAMS.3720 ARANDANOS 6 OZ  NP 5X5 900 UNDS",27000,"PIEZAS","H87",0.04615,"24112902",18.7614,1246.05,2575.22,2987.25,"USD","CLAMS",NA,"3720",900,"ARANDANO","6OZ",0.04615,0.04615
"600",3680,"NAMINSA S.A. DE C.V.",2017-10-30,"CLAMS.3720 ARANDANOS 6 OZ NP 5X5 900 UNDS",18000,"PIEZAS",NA,0.04615,"0",19.096,830.7,3115.02,3613.4232,"USD","CLAMS",NA,"3720",900,"ARANDANO","6OZ",0.04615,0.04615
"601",2356,"ALTA TRANSFORMACION DE GUADALAJARA SA DE CV",2017-11-24,"SEPARADOR PUNNET ALPASA",15100,"PIEZA","H87",0.13,"24141607",18.6041,1963,5036.83,5842.72,"USD","SEPARADOR PUNNET","ALPASA",NA,NA,"ZARZAMORA","PUNNET",0.13,0.13
"602",302,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-05-14,"ESQUINEROS PLASTICOS DE 2.00 MTS",300,NA,"H87",6.8,"13102022",NA,2040,25013.4,29015.54,"MXN","ESQUINERO",NA,NA,NA,NA,NA,NA,6.8
"603",3719,"NAMINSA S.A. DE C.V.",2017-11-09,"CLAMS.3720 ARANDANOS 6 OZ NP 5X5 900 UNDS",29700,"PIEZAS",NA,0.4615,"0",19.1349,13706.55,23729.31,27525.9996,"USD","CLAMS",NA,"3720",900,"ARANDANO","6OZ",0.4615,0.4615
"604",4535,"NAMINSA S.A. DE C.V.",2018-04-25,"CLAMS.3720 ARANDANOS 6 OZ  NP 5X5 900 UNDS
material etiquetado",18000,"PIEZAS","H87",0.04818,"24112902",18.8628,867.24,4070.93,4722.27,"USD","CLAMS",NA,"3720",900,"ARANDANO","6OZ",0.04818,0.04818
"605",3775,"NAMINSA S.A. DE C.V.",2017-11-24,"PADS 6X7.5 NEGROS 28.800 UNDS",28800,"PIEZAS","H87",0.004,"11162100",18.74,115.2,1069.44,1240.55,"USD","PADS",NA,NA,28800,NA,NA,0.004,0.004
"606",2561,"ALTA TRANSFORMACION DE GUADALAJARA SA DE CV",2018-01-10,"CHAROLA GENERICA ALPASA FARMS 6OZ, ESTA AFCTURA AVALA LA REMISION 12078.",4000,"PIEZA","H87",0.313,"24121503",19.3065,1252,3787.3,4393.27,"USD","CAJAS","ALPASA",NA,NA,NA,"6OZ",0.313,0.313
"607",4108,"NAMINSA S.A. DE C.V.",2018-02-02,"CLAM ARANDANO 6OZ 5X4 NP",900,"PIEZAS","H87",0.04818,"24112902",18.6069,43.36,1909.97,2215.56,"USD","CLAMS",NA,NA,NA,"ARANDANO","6OZ",0.04818,0.0481777777777778
"608",4922,"PENPACK S DE RL DE CV",2018-04-12,"6 OZ BB ALPASA CONV",72,"CAJA","XBX",20.86,"13101900",18.22,1501.92,9011.52,10453.37,"USD","CLAMS","ALPASA",NA,NA,NA,"6OZ",NA,20.86
"609",3839,"NAMINSA S.A. DE C.V.",2017-12-11,"CLAM ARANDANO 6OZ 5X4 NP",27900,"PIEZAS","H87",0.04818,"24112902",18.9315,1344.22,2446.73,2838.21,"USD","CLAMS",NA,NA,NA,"ARANDANO","6OZ",0.04818,0.0481799283154122
"610",1656,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-12-29,"ESQUINERO CARTON BCO DE 1.00 MT 4*4"" C-190 ",300,"PIEZA",NA,12.95,"0",NA,3885,25273,29316.68,NA,"ESQUINERO",NA,NA,NA,NA,"4.4OZ",12.95,12.95
"611",3739,"Abacart Agricola, S. de P.R. de R.L.",2017-11-30,"BOLSA PLAST NEGRA BAS-MED 80 X 1250 CMS x Kilogramo 10 PZAS",5.4,"KILOGRAMOS",NA,29.1,"0",1,157.14,302.64,351.06,"MXN","BOLSAS NEGRAS",NA,NA,NA,NA,NA,NA,29.1
"612",161,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-03-08,"ESQUINEROS PLASTICOS DE 2.00 MTS",300,NA,"H87",6.8,"13102022",NA,2040,30116,34934.56,"MXN","ESQUINERO",NA,NA,NA,NA,NA,NA,6.8
"613",2497,"International Baskets S.A. de C.V.",2018-01-05,"6 OZ # 2 BLACKBERRIES- DEL MONTE",72000,"PIEZAS","H87",0.046,"24121807",19.3717,3312,13248,15367.68,"USD","CLAMS","DEL MONTE",NA,NA,"ZARZAMORA","6OZ",0.046,0.046
"614",281,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-04-30,"ROLLOS DE FLEJE VERDE",2,NA,"H87",710,"31151904",NA,1420,6319,7330.04,"MXN","FLEJE",NA,NA,NA,NA,NA,NA,710
"615",47134,"BIO PAPPEL S.A.B. DE C.V.",2018-04-22,"EXTERIOR  PARTE DE: CAJA BERRIES 12 ONZAS",17.6,"MILLAR","MIL",422.75,"14121500",18.2819,7440.4,9690.65,11241.15,"USD","CAJAS",NA,NA,NA,NA,"12OZ",NA,422.75
"616",290,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-05-05,"KILOS DE CINTURON PORTA GEL(3 ROLLOS)",41.41,NA,"KGM",60,"24111503",NA,2484.6,28805.6,33414.5,"MXN","GEL",NA,NA,NA,NA,NA,NA,60
"617",55,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-01-22,"ESQUINERO CARTON DE 1.50 MTS/4,",300,NA,"H87",19.43,"24141508",NA,5829,25729,29845.64,"MXN","ESQUINERO",NA,NA,NA,NA,NA,NA,19.43
"618",136,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-02-28,"BASES TERMICAS",40,NA,"H87",6.99,"13111300",18.79,279.6,1339.6,1553.94,"USD","BASES TERMICAS",NA,NA,NA,NA,NA,NA,6.99
"619",2268,"ALTA TRANSFORMACION DE GUADALAJARA SA DE CV",2017-10-31,"CHAROLA ALPASA 12/6 OZ",8170,"PIEZA",NA,0.313,"0",19.2188,2557.21,4982.22,5779.38,"USD","CAJAS","ALPASA",NA,NA,NA,"6OZ",0.313,0.313
"620",2675,"International Baskets S.A. de C.V.",2018-03-09,"6 OZ # 2 BLACKBERRIES- DEL MONTE",57600,"PIEZAS","H87",0.046,"24121807",18.7922,2649.6,9273.6,10757.38,"USD","CLAMS","DEL MONTE",NA,NA,"ZARZAMORA","6OZ",0.046,0.046
"621",135,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-02-28,"BOLSAS DE GEL REFRIGERANTE",500,NA,"H87",5.4,"78121500",NA,2700,14696.25,17047.65,"MXN","GEL",NA,NA,NA,NA,NA,NA,5.4
"622",4032,"NAMINSA S.A. DE C.V.",2018-01-23,"PADS ABSORBENTES 77X77 NEGROS 30.000 UNDS",30000,"PIEZAS","H87",0.0042,"11162100",18.5813,126,3963.6,4597.78,"USD","PADS",NA,NA,30000,NA,NA,0.0042,0.0042
"623",4921,"PENPACK S DE RL DE CV",2018-04-12,"6OZ ALPASA BLUEBERRIES ALPASA FARMS",72,"CAJA","XBX",20.86,"13101900",18.22,1501.92,9011.52,10453.37,"USD","CLAMS","ALPASA",NA,NA,"ARANDANO","6OZ",NA,20.86
"624",21,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-01-08,"ROLLO DE FLEJE VERDE LISO DE 1/2",2,NA,"H87",710,"31151904",NA,1420,13420,15567.2,"MXN","FLEJE",NA,NA,NA,NA,NA,NA,710
"625",45901,"BIO PAPPEL S.A.B. DE C.V.",2018-02-09,"EXTERIOR  PARTE DE: CAJA BERRIES 12 ONZAS",2.25,"MILLAR","MIL",422.75,"14121500",18.8815,951.19,1584.8,1838.37,"USD","CAJAS",NA,NA,NA,NA,"12OZ",NA,422.751111111111
"626",1585,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-11-28,"CUBIERTA TERMICA DE 1.55 MTS",35,"PIEZA",NA,22.01,"0",18.52,770.35,2227.85,2584.31,"USD","CUBIERTAS TERMICAS",NA,NA,NA,NA,NA,22.01,22.01
"627",4163,"NAMINSA S.A. DE C.V.",2018-02-13,"PADS ABSORBENTES 9.5X14 9360 UNDS NEGROS",18720,"PIEZAS","H87",0.012,"11162100",18.8623,224.64,1551.89,1800.19,"USD","PADS",NA,NA,9360,NA,NA,0.012,0.012
"628",262,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-04-21,"BASES TERMICAS",30,NA,"H87",6.99,"13111300",18.28,209.7,2594.7,3009.85,"USD","BASES TERMICAS",NA,NA,NA,NA,NA,NA,6.99
"629",291,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-05-05,"BASES TERMICAS",60,NA,"H87",6.99,"13111300",19.12,419.4,2009.4,2330.9,"USD","BASES TERMICAS",NA,NA,NA,NA,NA,NA,6.99
"630",4286,"NAMINSA S.A. DE C.V.",2018-03-05,"CLAMS.3903 MORA 12 OZ 1 PINTA
MATERIAL EN BLANCO",15600,"PIEZAS","H87",0.08508,"24112902",18.861,1327.25,2463.05,2857.14,"USD","CLAMS",NA,"3903",NA,"ZARZAMORA","12OZ",0.08508,0.0850801282051282
"631",245,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-04-16,"ESQUINEROS PLASTICOS DE 2.00 MTS",600,NA,"H87",6.8,"13102022",NA,4080,47914.6,55580.94,"MXN","ESQUINERO",NA,NA,NA,NA,NA,NA,6.8
"632",3958,"NAMINSA S.A. DE C.V.",2018-01-08,"CLAMS.4004 18 OZ MORA 360 UNDS
Arandano R. 147",6840,"PIEZAS","H87",0.11018,"24112902",19.2427,753.63,1916.61,2223.27,"USD","CLAMS",NA,"4004",360,"MIXTO","18OZ",0.11018,0.110179824561404
"633",3677,"PENPACK S DE RL DE CV",2017-11-23,"6 OZ BB ALPASA CONV",108,"CAJA",NA,20.868,"0",18.82,2253.74,8263.72,9585.92,"USD","CLAMS","ALPASA",NA,NA,NA,"6OZ",NA,20.867962962963
"634",3743,"NAMINSA S.A. DE C.V.",2017-11-16,"PADS ABSORBENTES 77X77 NEGROS4X4 36000 UND.",36000,"PIEZAS","H87",0.0042,"11162100",19.1334,151.2,932.94,1082.21,"USD","PADS",NA,NA,NA,NA,"4.4OZ",0.0042,0.0042
"635",4270,"PENPACK S DE RL DE CV",2018-01-29,"6 OZ BB ALPASA ORG",360,"CAJA","XBX",20.86,"13101900",18.48,7509.6,10513.44,12195.59,"USD","CLAMS","ALPASA",NA,NA,NA,"6OZ",NA,20.86
"636",4374,"NAMINSA S.A. DE C.V.",2018-03-20,"CLAMS.4004 18 OZ MORA 360 UNDS",7560,"PIEZAS","H87",0.11018,"24112902",18.7023,832.96,1700.2,1972.23,"USD","CLAMS",NA,"4004",360,"ZARZAMORA","18OZ",0.11018,0.110179894179894
"637",4543,"NAMINSA S.A. DE C.V.",2018-04-28,"CLAMS.4004 18 OZ MORA 360 UNDS",20520,"PIEZAS","H87",0.11018,"24112902",18.8644,2260.89,6077.24,7049.6,"USD","CLAMS",NA,"4004",360,"ZARZAMORA","18OZ",0.11018,0.110179824561404
"638",3620,"Abacart Agricola, S. de P.R. de R.L.",2017-10-28,"BOLSA PLAST NEGRA BAS-JUMBO 90 X 1,500 CMS x kilogramo 6 Pzas",5.06,"Kilogramos",NA,29.11,"0",1,147.3,309.73,359.29,"MXN","BOLSAS NEGRAS",NA,NA,NA,NA,NA,NA,29.1106719367589
"639",1558,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-11-11,"ESQUINERO CARTON BCO DE 1.50 MTS 4*4"" C-190 ",200,"PIEZA",NA,19.43,"0",NA,3886,25549.75,29637.71,NA,"ESQUINERO",NA,NA,NA,NA,"4.4OZ",19.43,19.43
"640",3930,"PENPACK S DE RL DE CV",2017-12-22,"6 OZ BB ALPASA ORG",36,"CAJA","XBX",20.868,"13101900",19.19,751.248,4883.11,5664.41,"USD","CLAMS","ALPASA",NA,NA,NA,"6OZ",NA,20.868
"641",4141,"NAMINSA S.A. DE C.V.",2018-02-08,"CLAMS.3407 125 GRS MORA/ARANDANO 6 OZ 4X4 NG",15000,"PIEZAS","H87",0.04072,"24112902",18.7009,610.8,1351.44,1567.67,"USD","CLAMS",NA,"3407",NA,"MIXTO","4.4OZ",0.04072,0.04072
"642",195,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-03-24,"CUBIERTAS TERMICAS DE 1.50 MTS",20,NA,"H87",22.01,"13111300",18.51,440.2,3594.1,4169.15,"USD","CUBIERTAS TERMICAS",NA,NA,NA,NA,NA,NA,22.01
"643",3572,"Abacart Agricola, S. de P.R. de R.L.",2017-10-12,"BOLSA PLAST NEGRA BAS-MED 80 X 1250 CMS x Kilogramo 10 PZAS",4.94,"KILOGRAMOS",NA,29.11,"0",1,143.8,627.6,728.02,"MXN","BOLSAS NEGRAS",NA,NA,NA,NA,NA,NA,29.1093117408907
"644",45750,"BIO PAPPEL S.A.B. DE C.V.",2018-01-30,"EXTERIOR  PARTE DE: CAJA BERRIES 12 ONZAS",4.75,"MILLAR","MIL",422.75,"14121500",18.4672,2008.06,6547.03,7594.56,"USD","CAJAS",NA,NA,NA,NA,"12OZ",NA,422.74947368421
"645",261,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-04-21,"ESQUINEROS PLASTICOS DE 2.00 MTS",500,NA,"H87",6.8,"13102022",NA,3400,61456,71288.96,"MXN","ESQUINERO",NA,NA,NA,NA,NA,NA,6.8
"646",2736,"International Baskets S.A. de C.V.",2018-04-16,"6 OZ # 2 BLACKBERRIES- DEL MONTE

REM11709//LOS REYES",187200,"PIEZAS","H87",0.046,"24121807",18.1353,8611.2,19872,23051.52,"USD","CLAMS","DEL MONTE",NA,NA,"ZARZAMORA","6OZ",0.046,0.046
"647",4403,"NAMINSA S.A. DE C.V.",2018-03-27,"CLAMS.3720 ARANDANOS 6 OZ  NP 5X5 900 UNDS",27000,"PIEZAS","H87",0.04615,"24112902",18.5364,1246.05,10840.7,12575.2,"USD","CLAMS",NA,"3720",900,"ARANDANO","6OZ",0.04615,0.04615
"648",5194,"PENPACK S DE RL DE CV",2018-05-30,"6 OZ BB ALPASA CONV",213,"CAJA","XBX",20.86,"13101900",19.75,4443.18,11201.82,12994.11,"USD","CLAMS","ALPASA",NA,NA,NA,"6OZ",NA,20.86
"649",187,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-03-20,"ESQUINEROS DE CARTON DE 1.0 MTS/ALAS 4,",400,NA,"H87",12.95,"24141508",NA,5180,24848,28823.68,"MXN","ESQUINERO",NA,NA,NA,NA,NA,NA,12.95
"650",36098,"Embalajes Agricolas Sambramex S de RL de CV",2017-09-25,"MIXIM 18OZ UNL CLAM W/BLK PAD 270/CS",2160,"EA",NA,165000,"0",17.8545,356.4,531.81,616.9,"USD","PADS",NA,NA,NA,NA,"18OZ",NA,0.165
